ID,nombre,plataforma,año_de_lanzamiento,género,distribuidora,ventas_na,ventas_eu,ventas_jp,ventas_otros
571,Front Mission,SNES,1995.0,Strategy,SquareSoft,0.0,0.0,0.6,0.0
572,GOTHA: Ismailia Seneki,SAT,1995.0,Strategy,Sega,0.0,0.0,0.08,0.0
573,Gameboy Gallery,GB,1995.0,Misc,Nintendo,0.0,0.0,0.3,0.0
574,Ganbare Goemon: KiraKira Douchuu - Boku ga Dancer ni Natta Riyuu,SNES,1995.0,Platform,Konami Digital Entertainment,0.0,0.0,0.31,0.0
575,Gex,PS,1995.0,Platform,Crystal Dynamics,0.49,0.33,0.0,0.06
576,Ginga Fukei Densetsu: Sapphire,TG16,1995.0,Shooter,Hudson Soft,0.0,0.0,0.02,0.0
577,Go Go Ackman 3,SNES,1995.0,Platform,Banpresto,0.0,0.0,0.04,0.0
578,Gouketuji Ichizoku 2: Chottodake Saikyou Densetsu,PS,1995.0,Fighting,Atlus,0.0,0.0,0.1,0.01
579,Guardian Heroes,SAT,1995.0,Role-Playing,Sega,0.0,0.0,0.29,0.0
580,GunGriffon,SAT,1995.0,Simulation,Sega,0.0,0.0,0.19,0.0
581,Gunbird,SAT,1995.0,Shooter,Atlus,0.0,0.0,0.06,0.0
582,Hang On GP,SAT,1995.0,Racing,Sega,0.0,0.0,0.07,0.0
583,Hermie Hopperhead: Scrap Panic,PS,1995.0,Platform,Sony Computer Entertainment,0.0,0.0,0.02,0.0
584,Hi-Octane: The Track Fights Back!,PS,1995.0,Racing,Electronic Arts,0.03,0.02,0.0,0.0
585,High Velocity: Mountain Racing Challenge,SAT,1995.0,Racing,Atlus,0.0,0.0,0.12,0.0
586,Hissatsu Pachinko Collection 3,SNES,1995.0,Misc,Sunsoft,0.0,0.0,0.03,0.0
587,Hyper Formation Soccer,PS,1995.0,Sports,Human Entertainment,0.0,0.0,0.1,0.01
588,Ide Yosuke no Mahjong Kazoku,PS,1995.0,Misc,Seta Corporation,0.0,0.0,0.04,0.0
589,Idol Janshi Suchie-Pai Remix,SAT,1995.0,Misc,Jaleco,0.0,0.0,0.1,0.0
590,In the Hunt,PS,1995.0,Shooter,THQ,0.03,0.02,0.07,0.01
591,International Superstar Soccer Deluxe,SNES,1995.0,Sports,Konami Digital Entertainment,0.0,0.0,0.16,0.0
592,Iron Storm,SAT,1995.0,Shooter,Sega,0.0,0.0,0.34,0.0
593,J-League Excite Stage '95,SNES,1995.0,Sports,Epoch,0.0,0.0,0.45,0.0
594,J-League Victory Goal,SAT,1995.0,Sports,Sega,0.0,0.0,0.15,0.0
595,Jikkyou Oshaberi Parodius,SNES,1995.0,Shooter,Konami Digital Entertainment,0.0,0.0,0.05,0.0
596,Jikkyou Powerful Pro Yakyuu 2,SNES,1995.0,Sports,Konami Digital Entertainment,0.0,0.0,0.27,0.0
597,Jirou Akagawa: Majotachi no Nemuri,SNES,1995.0,Adventure,Pack-In-Video,0.0,0.0,0.05,0.0
598,Johnny Bazookatone,PS,1995.0,Platform,U.S. Gold,0.03,0.02,0.0,0.0
599,Jumping Flash!,PS,1995.0,Platform,Sony Computer Entertainment,0.05,0.03,0.21,0.02
600,Kanzen Chuuki Pro Yakyuu Greatest Nine,SAT,1995.0,Sports,Sega,0.0,0.0,0.22,0.0
601,Kekkon Zenya,SAT,1995.0,Adventure,Shogakukan,0.0,0.0,0.05,0.0
602,Kekkon: Marriage,SAT,1995.0,Adventure,Shogakukan,0.0,0.0,0.06,0.0
603,Killer Instinct,SNES,1995.0,Fighting,Nintendo,2.26,0.72,0.12,0.1
604,King's Field,PS,1995.0,Role-Playing,Sony Computer Entertainment,0.09,0.06,0.0,0.01
605,Kirby's Block Ball,GB,1995.0,Puzzle,Nintendo,0.0,0.0,0.32,0.0
606,Kirby's Dream Land 2,GB,1995.0,Platform,Nintendo,0.69,0.14,1.48,0.05
607,Konpeki no Kantai,SNES,1995.0,Strategy,Angel Studios,0.0,0.0,0.03,0.0
608,Krazy Ivan,PS,1995.0,Simulation,Psygnosis,0.04,0.03,0.0,0.0
609,Magic Carpet,PS,1995.0,Shooter,Electronic Arts,0.03,0.02,0.0,0.0
610,Mario no Super Picross,SNES,1995.0,Puzzle,Nintendo,0.0,0.0,0.41,0.0
611,Mario's Picross,GB,1995.0,Puzzle,Nintendo,0.0,0.0,0.62,0.0
612,Mega Man 7,SNES,1995.0,Platform,Laguna,0.03,0.01,0.23,0.01
613,Mega Man X3,SNES,1995.0,Action,Laguna,0.04,0.01,0.3,0.0
614,Metal Max Returns,SNES,1995.0,Role-Playing,Data East,0.0,0.0,0.04,0.0
615,Mobile Suit Gundam,SAT,1995.0,Action,Namco Bandai Games,0.0,0.0,0.41,0.0
616,Mobile Suit Gundam,PS,1995.0,Action,Namco Bandai Games,0.0,0.0,0.42,0.03
617,Mortal Kombat 3,PS,1995.0,Fighting,Sony Computer Entertainment,0.29,0.2,0.02,0.04
618,Mortal Kombat 3,PS,1995.0,Fighting,Sony Computer Entertainment,0.29,0.2,0.02,0.04
619,Myst,PS,1995.0,Adventure,Psygnosis,0.0,0.0,0.07,0.0
620,Mystery Dungeon: Shiren the Wanderer,SNES,1995.0,Role-Playing,ChunSoft,0.0,0.0,0.4,0.0
621,Mystic Ark,SNES,1995.0,Role-Playing,Enix Corporation,0.0,0.0,0.13,0.0
622,NBA In The Zone,PS,1995.0,Sports,Konami Digital Entertainment,0.16,0.11,0.0,0.02
623,NBA Jam Tournament Edition,PS,1995.0,Sports,Acclaim Entertainment,0.14,0.09,0.0,0.02
624,NBA Jam Tournament Edition,PS,1995.0,Sports,Acclaim Entertainment,0.14,0.09,0.0,0.02
625,NBA Jam Tournament Edition,SNES,1995.0,Sports,Acclaim Entertainment,0.87,0.12,0.0,0.02
626,NBA Jam Tournament Edition,SNES,1995.0,Sports,Acclaim Entertainment,0.87,0.12,0.0,0.02
627,NBA ShootOut,PS,1995.0,Sports,Sony Computer Entertainment,0.17,0.12,0.0,0.02
628,NFL GameDay,PS,1995.0,Sports,Sony Computer Entertainment,0.47,0.32,0.0,0.06
629,Namco Museum Vol.1,PS,1995.0,Misc,Sony Computer Entertainment,2.12,1.44,0.22,0.06
630,Namco Soccer Prime Goal,PS,1995.0,Sports,Sony Computer Entertainment,0.0,0.0,0.12,0.01
631,Namco Tennis Smash Court,PS,1995.0,Sports,Sony Computer Entertainment,0.0,0.0,0.23,0.02
632,Nichibutsu Arcade Classics,SNES,1995.0,Misc,Nichibutsu,0.0,0.0,0.28,0.0
633,Night Head: The Labyrinth,PS,1995.0,Adventure,Fuji,0.0,0.0,0.03,0.0
634,Night Warriors: Darkstalkers' Revenge,SAT,1995.0,Fighting,Virgin Interactive,0.0,0.0,0.34,0.0
635,Nobunaga no Yabou: Tenshoki,SAT,1995.0,Strategy,Tecmo Koei,0.0,0.0,0.11,0.0
636,Novastorm,PS,1995.0,Shooter,Psygnosis,0.02,0.02,0.0,0.0
637,Off-World Interceptor Extreme,PS,1995.0,Racing,Crystal Dynamics,0.09,0.06,0.0,0.01
638,PGA Tour 96,PS,1995.0,Sports,Electronic Arts,0.13,0.09,0.0,0.02
639,Panzer Dragoon,SAT,1995.0,Shooter,Sega,0.0,0.0,0.37,0.0
640,Panzer Dragoon II Zwei,SAT,1995.0,Shooter,Sega,0.0,0.0,0.31,0.0
641,Panzer General,PS,1995.0,Strategy,Mindscape,0.14,0.09,0.0,0.02
642,Parodius,SAT,1995.0,Shooter,Konami Digital Entertainment,0.0,0.0,0.16,0.0
643,Persona,PS,1995.0,Role-Playing,Atlus,0.0,0.0,0.42,0.03
644,Philosoma,PS,1995.0,Shooter,Sony Computer Entertainment,0.03,0.02,0.0,0.0
645,Policenauts,3DO,1995.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.06,0.0
646,Princess Maker 2,SAT,1995.0,Simulation,Micro Cabin,0.0,0.0,0.08,0.0
647,Project: Horned Owl,PS,1995.0,Shooter,Sony Computer Entertainment,0.03,0.02,0.05,0.01
648,Psychic Detective,PS,1995.0,Adventure,Electronic Arts,0.01,0.0,0.0,0.0
649,Quo Vadis,SAT,1995.0,Strategy,Glams,0.0,0.0,0.08,0.0
650,Rampo,SAT,1995.0,Adventure,Sega,0.0,0.0,0.03,0.0
651,Rapid Reload,PS,1995.0,Shooter,Sony Computer Entertainment,0.0,0.0,0.09,0.01
652,Rayman,PS,1995.0,Platform,Ubisoft,1.54,1.33,0.0,0.16
653,Revolution X,PS,1995.0,Shooter,Acclaim Entertainment,0.06,0.04,0.0,0.01
654,Ridge Racer Revolution,PS,1995.0,Racing,Sony Computer Entertainment,0.17,0.12,0.71,0.07
655,Road & Track Presents: The Need for Speed,PS,1995.0,Racing,Electronic Arts,0.56,0.38,0.0,0.07
656,Road Rash,PS,1995.0,Racing,Electronic Arts,0.71,0.48,0.0,0.08
657,Robo Pit,PS,1995.0,Fighting,Kokopeli Digital Studios,0.02,0.01,0.0,0.0
658,Romance of the Three Kingdoms IV: Wall of Fire,PS,1995.0,Strategy,Tecmo Koei,0.05,0.03,0.04,0.01
659,Romancing SaGa 3,SNES,1995.0,Role-Playing,SquareSoft,0.0,0.0,1.29,0.01
660,SD Gundam GNext,SNES,1995.0,Strategy,Namco Bandai Games,0.0,0.0,0.2,0.0
661,Samurai Shodown III,NG,1995.0,Fighting,SNK,0.0,0.0,0.08,0.0
662,Sega Rally Championship,SAT,1995.0,Racing,Sega,0.21,0.16,0.77,0.02
663,Seiken Densetsu 3,SNES,1995.0,Role-Playing,SquareSoft,0.0,0.0,0.89,0.0
664,Sengoku Cyber: Fujimaru Jigokuhen,PS,1995.0,Strategy,Sony Computer Entertainment,0.0,0.0,0.11,0.01
665,Sentou Kokka Air Land Battle,PS,1995.0,Strategy,Sony Computer Entertainment,0.0,0.0,0.13,0.01
666,Shellshock,PS,1995.0,Action,Core Design Ltd.,0.06,0.04,0.0,0.01
667,Shin Megami Tensei: Devil Summoner,SAT,1995.0,Role-Playing,Atlus,0.0,0.0,0.38,0.0
668,Shin Nippon Pro Wrestling: Toukon Retsuden,PS,1995.0,Fighting,Tomy Corporation,0.0,0.0,0.3,0.02
669,Shockwave Assault,PS,1995.0,Simulation,Electronic Arts,0.05,0.04,0.0,0.01
670,SimCity 2000,SNES,1995.0,Simulation,THQ,0.0,0.0,0.49,0.0
671,SimCity 2000,SNES,1995.0,Simulation,THQ,0.0,0.0,0.49,0.0
672,Slam 'n Jam '96 featuring Magic & Kareem,PS,1995.0,Sports,Crystal Dynamics,0.04,0.03,0.0,0.01
673,Slam Dunk SD Heat Up!!,SNES,1995.0,Sports,Namco Bandai Games,0.0,0.0,0.05,0.0
674,Sotsugyou II: Neo Generation,PS,1995.0,Simulation,Riverhillsoft,0.0,0.0,0.04,0.0
675,Sotsugyou II: Neo Generation Special,3DO,1995.0,Simulation,Imageworks,0.0,0.0,0.02,0.0
676,Space Griffon VF-9,PS,1995.0,Role-Playing,Panther Software,0.02,0.02,0.12,0.01
677,Space Hulk: Vengeance of the Blood Angels,PS,1995.0,Shooter,Electronic Arts,0.04,0.03,0.0,0.0
678,Star Fighter,PS,1995.0,Shooter,Telstar,0.04,0.02,0.0,0.0
679,StarBlade α,PS,1995.0,Shooter,Sony Computer Entertainment,0.0,0.0,0.15,0.01
680,Street Fighter Alpha 2,SAT,1995.0,Fighting,Virgin Interactive,0.0,0.0,0.32,0.0
681,Street Fighter Alpha: Warriors' Dreams,PS,1995.0,Fighting,Virgin Interactive,0.17,0.11,0.43,0.05
682,Street Fighter: The Movie,PS,1995.0,Fighting,Acclaim Entertainment,0.1,0.07,0.0,0.01
683,Striker 96,PS,1995.0,Sports,Time Warner Interactive,0.04,0.03,0.0,0.01
684,Suikoden,PS,1995.0,Role-Playing,Konami Digital Entertainment,0.21,0.14,0.21,0.04
685,Super Dodge Ball,NG,1995.0,Sports,Technos Japan Corporation,0.0,0.0,0.02,0.0
686,Super Famista 4,SNES,1995.0,Sports,Namco Bandai Games,0.0,0.0,0.42,0.0
687,Super Fire ProWrestling X,SNES,1995.0,Fighting,Human Entertainment,0.0,0.0,0.28,0.0
688,Super Jinsei Game 2,SNES,1995.0,Misc,Takara,0.0,0.0,0.05,0.0
689,Super Mario World 2: Yoshi's Island,SNES,1995.0,Platform,Nintendo,1.65,0.61,1.76,0.09
690,Super Momotarou Dentetsu DX,SNES,1995.0,Misc,Hudson Soft,0.0,0.0,0.47,0.0
691,Super Nazo Puyo: Ruruu no Ruu,SNES,1995.0,Puzzle,Banpresto,0.0,0.0,0.27,0.0
692,Super Puyo Puyo 2,SNES,1995.0,Puzzle,Compile,0.0,0.0,0.47,0.0
693,Super Real Mahjong Graffiti,SAT,1995.0,Misc,Seta Corporation,0.0,0.0,0.07,0.0
694,Super Real Mahjong P V,SAT,1995.0,Misc,Seta Corporation,0.0,0.0,0.19,0.0
695,Tactics Ogre: Let Us Cling Together,SNES,1995.0,Role-Playing,Quest,0.0,0.0,0.71,0.0
696,Tales of Phantasia,SNES,1995.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.4,0.0
697,Tekken,PS,1995.0,Fighting,Sony Computer Entertainment,0.95,1.3,0.77,0.22
698,Tempest 3X,PS,1995.0,Shooter,Interplay,0.04,0.03,0.0,0.01
699,Tenchi Muyou! Ryoukouki Gokuraku,SAT,1995.0,Adventure,Yumedia,0.0,0.0,0.06,0.0
700,Terranigma,SNES,1995.0,Role-Playing,Nintendo,0.0,0.0,0.09,0.0
701,Tetris Attack,SNES,1995.0,Puzzle,Nintendo,0.0,0.0,0.15,0.0
702,The King of Fighters '95,NG,1995.0,Fighting,SNK,0.0,0.0,0.2,0.0
703,The King of Fighters '95,SAT,1995.0,Fighting,SNK Playmore,0.0,0.0,0.28,0.0
704,The Perfect Golf,PS,1995.0,Sports,Seta Corporation,0.0,0.0,0.03,0.0
705,The Raiden Project,PS,1995.0,Shooter,Ocean,0.06,0.04,0.12,0.01
706,Thoroughbred Breeder II Plus,PS,1995.0,Simulation,Hect,0.0,0.0,0.04,0.0
707,Tokimeki Mahjong Paradise: Koi no Tenpai Beat,SAT,1995.0,Misc,Sonnet,0.0,0.0,0.04,0.0
708,Tokimeki Memorial: Forever with You,PS,1995.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.55,0.04
709,Twisted Metal,PS,1995.0,Action,Sony Computer Entertainment,1.32,0.19,0.0,0.05
710,Victory Zone,PS,1995.0,Misc,Sony Computer Entertainment,0.0,0.0,0.1,0.01
711,Viewpoint,PS,1995.0,Shooter,Electronic Arts,0.04,0.03,0.0,0.0
712,Virtua Cop,SAT,1995.0,Shooter,Sega,0.0,0.0,0.62,0.0
713,Virtua Fighter 2,SAT,1995.0,Fighting,Sega,0.34,0.26,1.3,0.03
714,Virtua Fighter CG Portrait Series Vol.1: Sarah Bryant,SAT,1995.0,Misc,Sega,0.0,0.0,0.11,0.0
715,Virtua Fighter CG Portrait Series Vol.2: Jacky Bryant,SAT,1995.0,Misc,Sega,0.0,0.0,0.08,0.0
716,Virtua Fighter CG Portrait Series Vol.3: Akira Yuki,SAT,1995.0,Misc,Sega,0.0,0.0,0.09,0.0
717,Virtua Fighter CG Portrait Series Vol.4: Pai Chan,SAT,1995.0,Misc,Sega,0.0,0.0,0.12,0.0
718,Virtua Fighter CG Portrait Series Vol.5: Wolf Hawkfield,SAT,1995.0,Misc,Sega,0.0,0.0,0.05,0.0
719,Virtua Fighter CG Portrait Series Vol.6: Lau Chan,SAT,1995.0,Misc,Sega,0.0,0.0,0.04,0.0
720,Virtua Fighter Kids,SAT,1995.0,Fighting,Sega,0.0,0.0,0.23,0.0
721,Virtual Hydlide,SAT,1995.0,Role-Playing,Sega,0.0,0.0,0.11,0.0
722,WWF Wrestlemania: The Arcade Game,PS,1995.0,Fighting,Acclaim Entertainment,0.03,0.02,0.0,0.0
723,Warcraft II: Tides of Darkness,PC,1995.0,Strategy,Activision,1.7,2.27,0.0,0.23
724,Warhawk,PS,1995.0,Simulation,Sony Computer Entertainment,0.25,0.17,0.0,0.03
725,Winning Post 2,SNES,1995.0,Sports,Tecmo Koei,0.0,0.0,0.3,0.0
726,WipEout,PS,1995.0,Action,Psygnosis,0.26,0.18,0.0,0.03
727,Wizardry VI: Bane of the Cosmic Forge,SNES,1995.0,Role-Playing,ASCII Entertainment,0.0,0.0,0.1,0.0
728,Wizardry VII: Gadeia no Houshu,PS,1995.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.14,0.01
729,World Cup Golf: Professional Edition,PS,1995.0,Sports,U.S. Gold,0.07,0.05,0.0,0.01
730,X-COM: UFO Defense,PS,1995.0,Strategy,Microprose,0.05,0.04,0.0,0.01
731,X-Men: Children of the Atom,SAT,1995.0,Fighting,Acclaim Entertainment,0.0,0.0,0.21,0.0
732,You Don't Know Jack,PC,1995.0,Misc,Vivendi Games,0.02,0.0,0.0,0.0
733,Zen-Nippon GT Senshuken,SNES,1995.0,Racing,Banpresto,0.0,0.0,0.04,0.0
734,Zero Divide,PS,1995.0,Fighting,Ocean,0.03,0.02,0.0,0.0
735,Zero4 Champ RR-Z,SNES,1995.0,Racing,Media Rings,0.0,0.0,0.1,0.0
736,Zoop,PS,1995.0,Puzzle,MediaQuest,0.03,0.02,0.0,0.0
737,2Xtreme,PS,1996.0,Sports,Sony Computer Entertainment,1.15,0.2,0.0,0.05
738,3D Baseball,PS,1996.0,Sports,BMG Interactive Entertainment,0.02,0.01,0.0,0.0
739,Adidas Power Soccer,PS,1996.0,Sports,Psygnosis,0.02,0.01,0.0,0.0
740,Alien Trilogy,PS,1996.0,Shooter,Acclaim Entertainment,0.24,0.16,0.04,0.03
741,Allied General,PS,1996.0,Strategy,SSI,0.11,0.07,0.0,0.01
742,Alone in the Dark: One-Eyed Jack's Revenge,PS,1996.0,Adventure,Infogrames,0.17,0.12,0.0,0.02
743,Andretti Racing,PS,1996.0,Racing,Electronic Arts,0.43,0.29,0.0,0.05
744,Arc the Lad II,PS,1996.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.92,0.13
745,Area 51,PS,1996.0,Shooter,GT Interactive,0.4,0.27,0.0,0.05
746,Art of Fighting 3: The Path of the Warrior,NG,1996.0,Fighting,SNK,0.0,0.0,0.04,0.0
747,Assault Rigs,PS,1996.0,Action,Electronic Arts Victor,0.02,0.02,0.0,0.0
748,BRAHMA Force: The Assault on Beltlogger 9,PS,1996.0,Shooter,JVC,0.02,0.01,0.0,0.0
749,Bahamut Lagoon,SNES,1996.0,Role-Playing,SquareSoft,0.0,0.0,0.62,0.0
750,Bastard!! Utsuro Naru Kamigami no Utsuwa,PS,1996.0,Role-Playing,Seta Corporation,0.0,0.0,0.2,0.01
751,Batman Forever: The Arcade Game,PS,1996.0,Action,Acclaim Entertainment,0.02,0.01,0.0,0.0
752,Battle Arena Toshinden 3,PS,1996.0,Fighting,Sony Computer Entertainment,0.06,0.04,0.14,0.02
753,Big Ichigeki! Pachi-Slot Taikouryku Universal Museum,SAT,1996.0,Misc,ASK,0.0,0.0,0.03,0.0
754,Black Dawn,PS,1996.0,Simulation,Virgin Interactive,0.07,0.05,0.0,0.01
755,Blast Chamber,PS,1996.0,Shooter,Activision,0.05,0.04,0.0,0.01
756,Blazing Dragons,PS,1996.0,Adventure,Crystal Dynamics,0.08,0.06,0.0,0.01
757,Blood Omen: Legacy of Kain,PS,1996.0,Role-Playing,Crystal Dynamics,0.25,0.17,0.0,0.03
758,Blue Breaker: Ken Yorimo Hohoemi o,PCFX,1996.0,Role-Playing,NEC,0.0,0.0,0.03,0.0
759,Bogey: Dead 6,PS,1996.0,Simulation,Sony Computer Entertainment,0.05,0.04,0.0,0.01
760,Bomberman B-Daman,SNES,1996.0,Shooter,Hudson Soft,0.0,0.0,0.17,0.0
761,Bottom of the 9th,PS,1996.0,Sports,Konami Digital Entertainment,0.08,0.05,0.0,0.01
762,Brain Dead 13,PS,1996.0,Adventure,Coconuts Japan,0.01,0.01,0.0,0.0
763,Bubsy 3D,PS,1996.0,Platform,Accolade,0.1,0.07,0.0,0.01
764,Burning Road,PS,1996.0,Racing,FunSoft,0.07,0.05,0.0,0.01
765,Casper,PS,1996.0,Adventure,Interplay,0.46,0.31,0.0,0.05
766,Chou-Kuukan Night Pro Yakyuu King (weekly JP sales),N64,1996.0,Sports,Imagineer,0.0,0.0,0.19,0.0
767,Chou-Kuukan Night Pro Yakyuu King(higher JP sales),N64,1996.0,Sports,Imagineer,0.0,0.0,0.22,0.0
768,Chronicles of the Sword,PS,1996.0,Adventure,Psygnosis,0.03,0.02,0.0,0.0
769,Clock Tower,PS,1996.0,Adventure,ASCII Entertainment,0.07,0.05,0.38,0.03
770,Command & Conquer,PS,1996.0,Strategy,Virgin Interactive,0.22,0.15,0.0,0.03
771,Command & Conquer: Red Alert,PC,1996.0,Strategy,Virgin Interactive,1.37,1.34,0.0,0.14
772,Contra: Legacy of War,PS,1996.0,Shooter,Konami Digital Entertainment,0.37,0.25,0.0,0.04
773,Cool Boarders,PS,1996.0,Sports,Sony Computer Entertainment,0.1,0.07,0.24,0.03
774,Crash Bandicoot,PS,1996.0,Platform,Sony Computer Entertainment,3.23,2.35,0.94,0.3
775,Criticom,PS,1996.0,Fighting,Vic Tokai,0.07,0.05,0.0,0.01
776,Cruis'n USA,N64,1996.0,Racing,Nintendo,1.69,0.04,0.0,0.01
777,Crusader: No Remorse,PS,1996.0,Adventure,Electronic Arts,0.03,0.02,0.0,0.0
778,DX Game of Life,PS,1996.0,Misc,Takara,0.0,0.0,0.27,0.02
779,Dai-4-Ji Super Robot Taisen S,PS,1996.0,Strategy,Banpresto,0.0,0.0,0.48,0.03
780,Daikaijyuu Monogatari II,SNES,1996.0,Role-Playing,Hudson Soft,0.0,0.0,0.12,0.0
781,Dark Half,SNES,1996.0,Role-Playing,Enix Corporation,0.0,0.0,0.04,0.0
782,Derby Stallion 96,SNES,1996.0,Sports,ASCII Entertainment,0.0,0.0,1.04,0.01
783,Descent,PS,1996.0,Shooter,Interplay,0.11,0.07,0.0,0.01
784,Destruction Derby 2,PS,1996.0,Racing,Psygnosis,0.65,0.44,0.0,0.08
785,Diablo,PC,1996.0,Role-Playing,Activision,0.01,1.58,0.0,0.0
786,Die Hard Trilogy,PS,1996.0,Shooter,Fox Interactive,0.85,0.58,0.0,0.1
787,Discworld II: Mortality Bytes!,PS,1996.0,Adventure,Psygnosis,0.01,0.01,0.0,0.0
788,Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,1996.0,Platform,Nintendo,1.17,0.5,1.75,0.08
789,Donkey Kong Land II,GB,1996.0,Platform,Nintendo,1.39,0.48,0.4,0.08
790,Doukyuusei if,SAT,1996.0,Role-Playing,NEC,0.0,0.0,0.26,0.0
791,Dragon Ball Z: Idainaru Dragon Ball Densetsu,PS,1996.0,Fighting,Namco Bandai Games,0.0,0.0,0.18,0.01
792,Dragon Force,SAT,1996.0,Strategy,Sega,0.0,0.0,0.3,0.0
793,Dragon Quest III: Soshite Densetsu e...,SNES,1996.0,Role-Playing,Enix Corporation,0.0,0.0,1.36,0.0
794,DragonHeart: Fire & Steel,PS,1996.0,Action,Acclaim Entertainment,0.02,0.01,0.0,0.0
795,E0: Enemy Zero,SAT,1996.0,Adventure,Sega,0.0,0.0,0.41,0.0
796,FIFA Soccer 97,PS,1996.0,Sports,Electronic Arts,0.09,0.06,0.0,0.01
797,Fade to Black,PS,1996.0,Action,Electronic Arts,0.19,0.13,0.0,0.02
798,Fighters MEGAMiX,SAT,1996.0,Fighting,Sega,0.0,0.0,0.62,0.0
799,Fire Emblem: Seisen no Keifu,SNES,1996.0,Strategy,Nintendo,0.0,0.0,0.58,0.0
800,Fire ProWrestling S: 6Men Scramble,SAT,1996.0,Fighting,Human Entertainment,0.0,0.0,0.12,0.0
801,Formula 1,PS,1996.0,Racing,Psygnosis,0.18,0.12,0.42,0.05
802,Frank Thomas Big Hurt Baseball,PS,1996.0,Sports,Acclaim Entertainment,0.08,0.05,0.0,0.01
803,Front Mission: Gun Hazard,SNES,1996.0,Role-Playing,SquareSoft,0.0,0.0,0.24,0.0
804,Fushigi no Dungeon: Fuurai no Shiren GB: Tsukikagemura no Kaibutsu,GB,1996.0,Role-Playing,ChunSoft,0.0,0.0,0.27,0.0
805,Gallop Racer (JP),PS,1996.0,Sports,Tecmo Koei,0.04,0.03,0.16,0.02
806,Garou Densetsu 3: Road to the Final Victory,SAT,1996.0,Fighting,SNK,0.0,0.0,0.05,0.0
807,Goal Storm '97,PS,1996.0,Sports,Konami Digital Entertainment,0.01,0.0,0.09,0.01
808,Grid Runner,PS,1996.0,Action,Virgin Interactive,0.02,0.01,0.0,0.0
809,Gunship,PS,1996.0,Simulation,Microprose,0.15,0.1,0.0,0.02
810,Hankou Shashin,SAT,1996.0,Adventure,Imagineer,0.0,0.0,0.03,0.0
811,HardBall 5,PS,1996.0,Sports,SPS,0.07,0.04,0.0,0.01
812,Haunted Casino,SAT,1996.0,Adventure,Societa,0.0,0.0,0.04,0.0
813,Hexen,N64,1996.0,Shooter,GT Interactive,0.15,0.04,0.0,0.0
814,Impact Racing,PS,1996.0,Racing,JVC,0.03,0.02,0.0,0.0
815,International Track & Field,PS,1996.0,Sports,Konami Digital Entertainment,0.08,0.05,0.35,0.03
816,Iron & Blood,PS,1996.0,Fighting,Acclaim Entertainment,0.08,0.05,0.0,0.01
817,Iron Man / X-O Manowar in Heavy Metal,PS,1996.0,Platform,Acclaim Entertainment,0.05,0.03,0.0,0.01
818,J-League '96 Dream Stadium,SNES,1996.0,Sports,Hudson Soft,0.0,0.0,0.05,0.0
819,J-League Excite Stage '96,SNES,1996.0,Sports,Epoch,0.0,0.0,0.19,0.0
820,J-League Pro Soccer Club wo Tsukurou!,SAT,1996.0,Sports,Sega,0.0,0.0,0.26,0.0
821,J-League Victory Goal '96,SAT,1996.0,Sports,Sega,0.0,0.0,0.29,0.0
822,Jampack Vol. 1,PS,1996.0,Misc,Sony Computer Entertainment,0.1,0.07,0.0,0.01
823,Jampack Vol. 2,PS,1996.0,Misc,Sony Computer Entertainment,0.3,0.2,0.0,0.03
824,Jet Moto,PS,1996.0,Racing,Sony Computer Entertainment,1.33,0.4,0.03,0.07
825,Jikkyou J-League Perfect Striker,N64,1996.0,Sports,Konami Digital Entertainment,0.0,0.0,0.19,0.0
826,Jikkyou Powerful Pro Yakyuu '96 Kaimakuban,SNES,1996.0,Sports,Konami Digital Entertainment,0.0,0.0,0.19,0.0
827,Jikkyou Powerful Pro Yakyuu 3,SNES,1996.0,Sports,Konami Digital Entertainment,0.0,0.0,0.45,0.0
828,Jumping Flash! 2,PS,1996.0,Platform,Sony Computer Entertainment,0.05,0.03,0.15,0.02
829,Killer Instinct Gold,N64,1996.0,Fighting,Nintendo,0.61,0.19,0.0,0.01
830,Killing Zone,PS,1996.0,Fighting,Acclaim Entertainment,0.03,0.02,0.0,0.0
831,King's Field II,PS,1996.0,Role-Playing,From Software,0.08,0.06,0.11,0.02
832,Kirby Super Star,SNES,1996.0,Platform,Nintendo,0.26,0.07,1.09,0.02
833,Langrisser III,SAT,1996.0,Strategy,NCS,0.0,0.0,0.2,0.0
834,Last Bronx,SAT,1996.0,Fighting,Sega,0.0,0.0,0.13,0.0
835,Lethal Enforcers I & II,PS,1996.0,Shooter,Konami Digital Entertainment,0.02,0.01,0.0,0.0
836,Lunacy,SAT,1996.0,Adventure,Sega,0.0,0.0,0.11,0.0
837,Lunar: Silver Star Story,SAT,1996.0,Role-Playing,Kadokawa Shoten,0.0,0.0,0.23,0.0
838,MLB Pennant Race,PS,1996.0,Sports,Sony Computer Entertainment,0.16,0.11,0.0,0.02
839,Machine Head,PS,1996.0,Shooter,Eidos Interactive,0.04,0.03,0.0,0.0
